id,order_id,shipping_mode,delivery_days,status
5772,23565,Standard Class,6,Late delivery
5773,47291,Standard Class,2,Advance shipping
5774,28605,Standard Class,6,Late delivery
5775,22114,Standard Class,5,Late delivery
5776,76893,Standard Class,4,Shipping on time
5777,30346,Standard Class,2,Advance shipping
5778,25991,Standard Class,2,Advance shipping
5779,24536,Standard Class,2,Advance shipping
5780,24419,Standard Class,5,Late delivery
5781,22116,Standard Class,2,Advance shipping
5782,48610,Standard Class,6,Late delivery
5783,74763,Standard Class,4,Shipping on time
5784,26070,Standard Class,6,Late delivery
5785,24733,Standard Class,4,Shipping on time
5786,51211,Standard Class,2,Advance shipping
5787,74386,Standard Class,2,Advance shipping
5788,27113,Standard Class,4,Shipping on time
5789,23173,Standard Class,4,Shipping on time
5790,43356,Standard Class,2,Advance shipping
5791,73840,Standard Class,6,Late delivery
5792,27365,Standard Class,6,Late delivery
5793,21670,Standard Class,6,Late delivery
5794,27363,Standard Class,4,Shipping on time
5795,30171,Standard Class,2,Advance shipping
5796,20730,Standard Class,6,Late delivery
5797,27614,Standard Class,5,Late delivery
5798,74793,Standard Class,4,Shipping on time
5799,29276,Standard Class,2,Advance shipping
5800,30834,Standard Class,5,Late delivery
5801,27520,Standard Class,6,Late delivery
5802,22511,Standard Class,2,Advance shipping
5803,22091,Standard Class,2,Advance shipping
5804,72510,Standard Class,6,Late delivery
5805,77150,Standard Class,6,Late delivery
5806,46482,Standard Class,3,Advance shipping
5807,74466,Standard Class,2,Advance shipping
5808,31106,Standard Class,2,Advance shipping
5809,25039,Standard Class,5,Late delivery
5810,74172,Standard Class,3,Advance shipping
5811,20399,Standard Class,5,Late delivery
5812,28444,Standard Class,5,Late delivery
5813,72453,Standard Class,4,Shipping on time
5814,23138,Standard Class,4,Shipping on time
5815,29457,Standard Class,3,Advance shipping
5816,20768,Standard Class,4,Shipping on time
5817,22897,Standard Class,3,Advance shipping
5818,28726,Standard Class,2,Advance shipping
5819,29254,Standard Class,5,Late delivery
5820,28140,Standard Class,6,Late delivery
5821,46517,Standard Class,3,Advance shipping
5822,25464,Standard Class,5,Late delivery
5823,21655,Standard Class,6,Late delivery
5824,71841,Standard Class,2,Advance shipping
5825,71747,Standard Class,3,Advance shipping
5826,72071,Standard Class,2,Advance shipping
5827,27094,Standard Class,5,Late delivery
5828,24121,Standard Class,2,Advance shipping
5829,23600,Standard Class,6,Late delivery
5830,23222,Standard Class,3,Advance shipping
5831,22688,Standard Class,4,Shipping on time
5832,41440,Standard Class,6,Late delivery
5833,25298,Standard Class,4,Shipping on time
5834,50711,Standard Class,2,Advance shipping
5835,24719,Standard Class,5,Late delivery
5836,30488,Standard Class,4,Shipping on time
5837,26968,Standard Class,4,Shipping on time
5838,22243,Standard Class,4,Shipping on time
5839,28392,Standard Class,3,Advance shipping
5840,37353,Standard Class,4,Shipping on time
5841,49600,Standard Class,6,Late delivery
5842,39379,Standard Class,5,Late delivery
5843,33743,Standard Class,4,Shipping on time
5844,32096,Standard Class,2,Advance shipping
5845,40742,Standard Class,3,Advance shipping
5846,34810,Standard Class,6,Late delivery
5847,33680,Standard Class,6,Late delivery
5848,39217,Standard Class,3,Advance shipping
5849,40485,Standard Class,6,Late delivery
5850,37085,Standard Class,6,Late delivery
5851,31485,Standard Class,6,Late delivery
5852,34654,Standard Class,5,Late delivery
5853,38179,Standard Class,5,Late delivery
5854,32985,Standard Class,6,Late delivery
5855,37847,Standard Class,3,Advance shipping
5856,41184,Standard Class,5,Late delivery
5857,37885,Standard Class,6,Late delivery
5858,33262,Standard Class,3,Advance shipping
5859,31958,Standard Class,4,Shipping on time
5860,31928,Standard Class,4,Shipping on time
5861,37996,Standard Class,2,Advance shipping
5862,32754,Standard Class,5,Late delivery
5863,31352,Standard Class,3,Advance shipping
5864,37713,Standard Class,4,Shipping on time
5865,36489,Standard Class,5,Late delivery
5866,32160,Standard Class,6,Late delivery
5867,32281,Standard Class,2,Advance shipping
5868,38424,Standard Class,5,Late delivery
5869,33796,Standard Class,2,Advance shipping
5870,38910,Standard Class,6,Late delivery
5871,36917,Standard Class,3,Advance shipping
5872,40189,Standard Class,5,Late delivery
5873,35306,Standard Class,2,Advance shipping
5874,31519,Standard Class,5,Late delivery
5875,32736,Standard Class,2,Advance shipping
5876,38893,Standard Class,4,Shipping on time
5877,31860,Standard Class,6,Late delivery
5878,37412,Standard Class,3,Advance shipping
5879,31906,Standard Class,2,Advance shipping
5880,32834,Standard Class,5,Late delivery
5881,36913,Standard Class,4,Shipping on time
5882,31858,Standard Class,4,Shipping on time
5883,33851,Standard Class,2,Advance shipping
5884,35218,Standard Class,4,Shipping on time
5885,39604,Standard Class,5,Late delivery
5886,38661,Standard Class,2,Advance shipping
5887,40034,Standard Class,5,Late delivery
5888,33239,Standard Class,5,Late delivery
5889,33728,Standard Class,4,Shipping on time
5890,38119,Standard Class,5,Late delivery
5891,31852,Standard Class,3,Advance shipping
5892,32779,Standard Class,5,Late delivery
5893,34985,Standard Class,6,Late delivery
5894,40356,Standard Class,2,Advance shipping
5895,39349,Standard Class,5,Late delivery
5896,36407,Standard Class,3,Advance shipping
5897,38785,Standard Class,6,Late delivery
5898,36435,Standard Class,6,Late delivery
5899,31982,Standard Class,3,Advance shipping
5900,40929,Standard Class,5,Late delivery
5901,36900,Standard Class,6,Late delivery
5902,35134,Standard Class,5,Late delivery
5903,32485,Standard Class,6,Late delivery
5904,32989,Standard Class,5,Late delivery
5905,37476,Standard Class,2,Advance shipping
5906,39754,Standard Class,5,Late delivery
5907,33084,Standard Class,5,Late delivery
5908,35990,Standard Class,6,Late delivery
5909,37591,Standard Class,2,Advance shipping
5910,40881,Standard Class,2,Advance shipping
5911,32194,Standard Class,5,Late delivery
5912,32424,Standard Class,5,Late delivery
5913,31786,Standard Class,2,Advance shipping
5914,32542,Standard Class,3,Advance shipping
5915,32716,Standard Class,2,Advance shipping
5916,33713,Standard Class,4,Shipping on time
5917,32539,Standard Class,5,Late delivery
5918,32928,Standard Class,4,Shipping on time
5919,32039,Standard Class,5,Late delivery
5920,32871,Standard Class,2,Advance shipping
5921,34911,Standard Class,2,Advance shipping
5922,40448,Standard Class,4,Shipping on time
5923,32259,Standard Class,5,Late delivery
5924,33358,Standard Class,4,Shipping on time
5925,38633,Standard Class,4,Shipping on time
5926,31837,Standard Class,3,Advance shipping
5927,32036,Standard Class,2,Advance shipping
5928,32353,Standard Class,4,Shipping on time
5929,35073,Standard Class,4,Shipping on time
5930,37749,Standard Class,5,Late delivery
5931,34967,Standard Class,3,Advance shipping
5932,31768,Standard Class,4,Shipping on time
5933,33896,Standard Class,2,Advance shipping
5934,34221,Standard Class,2,Advance shipping
5935,34094,Standard Class,5,Late delivery
5936,38260,Standard Class,6,Late delivery
5937,36368,Standard Class,4,Shipping on time
5938,37984,Standard Class,5,Late delivery
5939,37066,Standard Class,2,Advance shipping
5940,39167,Standard Class,3,Advance shipping
5941,36786,Standard Class,2,Advance shipping
5942,31969,Standard Class,5,Late delivery
5943,34873,Standard Class,4,Shipping on time
5944,41143,Standard Class,4,Shipping on time
5945,40496,Standard Class,2,Advance shipping
5946,31996,Standard Class,2,Advance shipping
5947,33595,Standard Class,6,Late delivery
5948,34804,Standard Class,5,Late delivery
5949,33810,Standard Class,6,Late delivery
5950,38005,Standard Class,6,Late delivery
5951,34849,Standard Class,5,Late delivery
5952,38627,Standard Class,3,Advance shipping
5953,39329,Standard Class,5,Late delivery
5954,36780,Standard Class,6,Late delivery
5955,36959,Standard Class,5,Late delivery
5956,33473,Standard Class,4,Shipping on time
5957,32469,Standard Class,5,Late delivery
5958,35765,Standard Class,6,Late delivery
5959,31936,Standard Class,2,Advance shipping
5960,38997,Standard Class,3,Advance shipping
5961,33987,Standard Class,3,Advance shipping
5962,40028,Standard Class,4,Shipping on time
5963,34459,Standard Class,5,Late delivery
5964,31303,Standard Class,4,Shipping on time
5965,36510,Standard Class,6,Late delivery
5966,33925,Standard Class,6,Late delivery
5967,36716,Standard Class,2,Advance shipping
5968,33699,Standard Class,5,Late delivery
5969,32062,Standard Class,3,Advance shipping
5970,32688,Standard Class,4,Shipping on time
5971,41951,Standard Class,2,Advance shipping
5972,40802,Standard Class,3,Advance shipping
5973,33895,Standard Class,6,Late delivery
5974,41586,Standard Class,2,Advance shipping
5975,31422,Standard Class,3,Advance shipping
5976,32327,Standard Class,3,Advance shipping
5977,36363,Standard Class,4,Shipping on time
5978,31427,Standard Class,3,Advance shipping
5979,40197,Standard Class,3,Advance shipping
5980,39955,Standard Class,6,Late delivery
5981,32216,Standard Class,2,Advance shipping
5982,32545,Standard Class,6,Late delivery
5983,33647,Standard Class,3,Advance shipping
5984,38386,Standard Class,2,Advance shipping
5985,39835,Standard Class,6,Late delivery
5986,34456,Standard Class,2,Advance shipping
5987,40672,Standard Class,3,Advance shipping
5988,33584,Standard Class,5,Late delivery
5989,33943,Standard Class,4,Shipping on time
5990,40959,Standard Class,5,Late delivery
5991,40159,Standard Class,5,Late delivery
5992,36403,Standard Class,4,Shipping on time
5993,39407,Standard Class,3,Advance shipping
5994,36915,Standard Class,6,Late delivery
5995,37753,Standard Class,4,Shipping on time
5996,32764,Standard Class,5,Late delivery
5997,39126,Standard Class,2,Advance shipping
5998,37922,Standard Class,3,Advance shipping
5999,32632,Standard Class,3,Advance shipping
6000,31623,Standard Class,4,Shipping on time
6001,33137,Standard Class,3,Advance shipping
6002,37498,Standard Class,4,Shipping on time
6003,38006,Standard Class,2,Advance shipping
6004,39121,Standard Class,2,Advance shipping
6005,32060,Standard Class,6,Late delivery
6006,33019,Standard Class,5,Late delivery
6007,40710,Standard Class,6,Late delivery
6008,37602,Standard Class,3,Advance shipping
6009,36175,Standard Class,6,Late delivery
6010,32149,Standard Class,5,Late delivery
6011,35876,Standard Class,2,Advance shipping
6012,35053,Standard Class,4,Shipping on time
6013,37555,Standard Class,6,Late delivery
6014,36578,Standard Class,4,Shipping on time
6015,38113,Standard Class,4,Shipping on time
6016,34574,Standard Class,5,Late delivery
6017,37548,Standard Class,4,Shipping on time
6018,37879,Standard Class,5,Late delivery
6019,31684,Standard Class,5,Late delivery
6020,40027,Standard Class,3,Advance shipping
6021,34913,Standard Class,4,Shipping on time
6022,32202,Standard Class,3,Advance shipping
6023,31607,Standard Class,3,Advance shipping
6024,41264,Standard Class,5,Late delivery
6025,37556,Standard Class,2,Advance shipping
6026,34445,Standard Class,6,Late delivery
6027,39843,Standard Class,4,Shipping on time
6028,32531,Standard Class,2,Advance shipping
6029,32434,Standard Class,5,Late delivery
6030,38026,Standard Class,2,Advance shipping
6031,39146,Standard Class,2,Advance shipping
6032,38109,Standard Class,5,Late delivery
6033,32105,Standard Class,6,Late delivery
6034,32995,Standard Class,6,Late delivery
6035,40880,Standard Class,6,Late delivery
6036,44275,Standard Class,6,Late delivery
6037,41285,Standard Class,6,Late delivery
6038,36044,Standard Class,5,Late delivery
6039,38652,Standard Class,3,Advance shipping
6040,36378,Standard Class,4,Shipping on time
6041,32262,Standard Class,3,Advance shipping
6042,45956,Standard Class,2,Advance shipping
6043,48909,Standard Class,5,Late delivery
6044,46885,Standard Class,6,Late delivery
6045,44866,Standard Class,2,Advance shipping
6046,50118,Standard Class,4,Shipping on time
6047,41337,Standard Class,3,Advance shipping
6048,44590,Standard Class,6,Late delivery
6049,42282,Standard Class,3,Advance shipping
6050,45218,Standard Class,4,Shipping on time
6051,48336,Standard Class,2,Advance shipping
6052,43817,Standard Class,3,Advance shipping
6053,51258,Standard Class,4,Shipping on time
6054,46255,Standard Class,6,Late delivery
6055,49752,Standard Class,3,Advance shipping
6056,49725,Standard Class,6,Late delivery
6057,47941,Standard Class,2,Advance shipping
6058,47937,Standard Class,3,Advance shipping
6059,41795,Standard Class,6,Late delivery
6060,41787,Standard Class,3,Advance shipping
6061,45052,Standard Class,3,Advance shipping
6062,48151,Standard Class,2,Advance shipping
6063,46929,Standard Class,5,Late delivery
6064,43600,Standard Class,6,Late delivery
6065,42643,Standard Class,4,Shipping on time
6066,50868,Standard Class,4,Shipping on time
6067,47526,Standard Class,2,Advance shipping
6068,44245,Standard Class,6,Late delivery
6069,46042,Standard Class,3,Advance shipping
6070,46712,Standard Class,3,Advance shipping
6071,47549,Standard Class,5,Late delivery
6072,44343,Standard Class,4,Shipping on time
6073,45601,Standard Class,2,Advance shipping
6074,42471,Standard Class,2,Advance shipping
6075,45209,Standard Class,5,Late delivery
6076,44254,Standard Class,5,Late delivery
6077,44162,Standard Class,3,Advance shipping
6078,48983,Standard Class,4,Shipping on time
6079,43155,Standard Class,6,Late delivery
6080,41966,Standard Class,2,Advance shipping
6081,43170,Standard Class,6,Late delivery
6082,42749,Standard Class,5,Late delivery
6083,49035,Standard Class,6,Late delivery
6084,46571,Standard Class,2,Advance shipping
6085,65471,Standard Class,2,Advance shipping
6086,17458,Standard Class,4,Shipping on time
6087,64011,Standard Class,2,Advance shipping
6088,10757,Standard Class,3,Advance shipping
6089,12595,Standard Class,6,Late delivery
6090,14358,Standard Class,4,Shipping on time
6091,43965,Standard Class,6,Late delivery
6092,47107,Standard Class,3,Advance shipping
6093,11399,Standard Class,5,Late delivery
6094,47707,Standard Class,3,Advance shipping
6095,68652,Standard Class,3,Advance shipping
6096,67406,Standard Class,2,Advance shipping
6097,12170,Standard Class,6,Late delivery
6098,61798,Standard Class,4,Shipping on time
6099,11392,Standard Class,3,Advance shipping
6100,46738,Standard Class,4,Shipping on time
6101,17949,Standard Class,5,Late delivery
6102,61765,Standard Class,6,Late delivery
6103,18666,Standard Class,2,Advance shipping
6104,12085,Standard Class,6,Late delivery
6105,62255,Standard Class,6,Late delivery
6106,12334,Standard Class,5,Late delivery
6107,13930,Standard Class,6,Late delivery
6108,50159,Standard Class,5,Late delivery
6109,20038,Standard Class,4,Shipping on time
6110,64068,Standard Class,4,Shipping on time
6111,18566,Standard Class,2,Advance shipping
6112,15572,Standard Class,3,Advance shipping
6113,67308,Standard Class,4,Shipping on time
6114,11481,Standard Class,2,Advance shipping
6115,17212,Standard Class,3,Advance shipping
6116,15542,Standard Class,3,Advance shipping
6117,42322,Standard Class,3,Advance shipping
6118,14602,Standard Class,3,Advance shipping
6119,67078,Standard Class,4,Shipping on time
6120,14107,Standard Class,3,Advance shipping
6121,45870,Standard Class,6,Late delivery
6122,65887,Standard Class,3,Advance shipping
6123,12109,Standard Class,5,Late delivery
6124,20173,Standard Class,4,Shipping on time
6125,13451,Standard Class,2,Advance shipping
